text,label
emi payment,Food
medicine,Entrtnmnt
movie tickets,Food
books,Utilities
shopping,Entertain
grocery shopping,Education
movie tickets,Educaton
monthly rent payment,Savings
fixed deposit,Foodd
shopping,Traval
gym membership,Entertainment
lunch,Rnt
uber ride,Entrtnmnt
monthly rent payment,Investment
movie tickets,Traval
petrol,Utlities
doctor consultation,Edu
atm withdrawal,Educaton
online course,Education
shopping,Fod
internet bill,Utilities
atm withdrawal,Entertain
gym membership,Travl
uber ride,Bonus
petrol,Utilities
coffee,Rent
internet bill,Foods
uber ride,Food
coffee,Entertainment
grocery shopping,Entrtnmnt
coffee,Traval
internet bill,Food
misc,Investment
electricity bill,Rent
gym membership,Education
petrol,Rent
lunch,Foods
petrol,Utilities
grocery shopping,Travel
shopping,Helth
doctor consultation,Utilties
atm withdrawal,Savings
restaurant dinner,Entertain
doctor consultation,Utility
books,Food
coffee,Utility
shopping,Rent
medicine,Utilities
emi payment,Rent
gym membership,Travel
emi payment,Education
grocery shopping,Travl
petrol,Foodd
uber ride,Rnt
lunch,Rent
lunch,Rent
coffee,Others
monthly rent payment,Food
misc,Rent
movie tickets,Health
atm withdrawal,Travel
atm withdrawal,Bonus
train ticket,Travel
books,Travel
medicine,Fod
grocery shopping,Entertainment
grocery shopping,Savings
online course,Rent
lunch,Utilties
atm withdrawal,Investment
emi payment,Rnt
train ticket,Rent
emi payment,Bonus
doctor consultation,Food
restaurant dinner,Foodd
misc,Utilities
restaurant dinner,Foodd
movie tickets,Others
doctor consultation,Rent
movie tickets,Rentt
medicine,Investment
grocery shopping,Fod
atm withdrawal,Foodd
coffee,Food
atm withdrawal,Foodd
online course,Foodd
coffee,Food
electricity bill,Travel
petrol,Food
train ticket,Rent
misc,Food
monthly rent payment,Rent
online course,Savings
emi payment,Helth
fixed deposit,Entertainment
electricity bill,Education
internet bill,Food
shopping,Foods
restaurant dinner,Food
train ticket,Others
petrol,Salary
coffee,Travel
internet bill,Fod
online course,Edu
books,Rent
electricity bill,Rnt
fixed deposit,Misc
fixed deposit,Educaton
petrol,Edu
electricity bill,Others
restaurant dinner,Others
fixed deposit,Travel
fixed deposit,Rent
fixed deposit,Traval
lunch,Food
monthly rent payment,Travel
gym membership,Savings
lunch,Utlities
uber ride,Food
movie tickets,Entertainment
misc,Rent
movie tickets,Foodd
monthly rent payment,Rentt
petrol,Rentt
electricity bill,Utility
atm withdrawal,Food
lunch,Travel
lunch,Rent
movie tickets,Others
online course,Bonus
monthly rent payment,Savings
petrol,Rent
doctor consultation,Bonus
petrol,Travel
emi payment,Rent
restaurant dinner,Rentt
gym membership,Rent
coffee,Rent
grocery shopping,Travel
coffee,Helth
internet bill,Entertainment
coffee,Travel
monthly rent payment,Rentt
books,Salary
coffee,Education
monthly rent payment,Fod
movie tickets,Others
emi payment,Fod
petrol,Rnt
electricity bill,Food
internet bill,Entertainment
monthly rent payment,Utility
emi payment,Bonus
movie tickets,Others
doctor consultation,Foodd
electricity bill,Savings
atm withdrawal,Education
fixed deposit,Utilities
shopping,Others
uber ride,Fod
lunch,Rnt
movie tickets,Investment
atm withdrawal,Others
petrol,Food
gym membership,Rent
gym membership,Entertain
monthly rent payment,Entertainment
doctor consultation,Rentt
uber ride,Foodd
fixed deposit,Entertainment
train ticket,Education
monthly rent payment,Food
petrol,Food
gym membership,Rentt
movie tickets,Investment
petrol,Foodd
emi payment,Fod
grocery shopping,Educaton
online course,Education
internet bill,Investment
fixed deposit,Savings
fixed deposit,Foodd
monthly rent payment,Freelance
fixed deposit,Freelance
gym membership,Utilities
electricity bill,Rent
restaurant dinner,Entertainment
atm withdrawal,Foods
monthly rent payment,Entrtnmnt
shopping,Utilties
medicine,Utlities
atm withdrawal,Freelance
books,Rent
misc,Investment
fixed deposit,Utilities
internet bill,Utilities
lunch,Food
fixed deposit,Entertain
shopping,Entertain
online course,Travel
shopping,Travel
medicine,Utilties
monthly rent payment,Others
monthly rent payment,Travel
restaurant dinner,Entrtnmnt
electricity bill,Bonus
online course,Helth
atm withdrawal,Health
online course,Rent
uber ride,Food
coffee,Investment
shopping,Health
gym membership,Others
internet bill,Fod
online course,Investment
grocery shopping,Education
restaurant dinner,Traval
lunch,Education
lunch,Others
books,Educaton
train ticket,Fod
petrol,Utilities
fixed deposit,Food
restaurant dinner,Education
coffee,Entrtnmnt
books,Traval
books,Rent
uber ride,Food
movie tickets,Health
restaurant dinner,Freelance
electricity bill,Utility
coffee,Bonus
medicine,Food
internet bill,Entertainment
gym membership,Food
train ticket,Food
online course,Fod
monthly rent payment,Bonus
emi payment,Foodd
coffee,Food
uber ride,Salary
misc,Rentt
medicine,Food
shopping,Health
coffee,Others
internet bill,Education
medicine,Utilities
doctor consultation,Travel
movie tickets,Utilities
books,Education
books,Traval
fixed deposit,Rentt
medicine,Food
doctor consultation,Investment
gym membership,Travel
restaurant dinner,Foodd
restaurant dinner,Education
books,Education
fixed deposit,Foods
grocery shopping,Fod
restaurant dinner,Freelance
misc,Health
books,Traval
gym membership,Entrtnmnt
atm withdrawal,Travel
lunch,Food
lunch,Others
internet bill,Food
uber ride,Utility
fixed deposit,Bonus
train ticket,Rnt
medicine,Food
fixed deposit,Entrtnmnt
electricity bill,Food
atm withdrawal,Travel
shopping,Travel
doctor consultation,Edu
gym membership,Rent
grocery shopping,Food
online course,Utlities
movie tickets,Entertain
gym membership,Food
shopping,Others
atm withdrawal,Travel
gym membership,Investment
fixed deposit,Utility
petrol,Others
medicine,Bonus
petrol,Rent
shopping,Foods
uber ride,Fod
grocery shopping,Educaton
shopping,Travel
fixed deposit,Food
petrol,Utilities
shopping,Rent
grocery shopping,Rent
doctor consultation,Rent
uber ride,Utilities
petrol,Rent
medicine,Utlities
books,Food
emi payment,Edu
monthly rent payment,Investment
train ticket,Investment
movie tickets,Others
coffee,Entertainment
doctor consultation,Entrtnmnt
shopping,Bonus
uber ride,Food
doctor consultation,Bonus
electricity bill,Investment
online course,Entrtnmnt
coffee,Others
coffee,Entertainment
electricity bill,Rent
shopping,Investment
lunch,Travel
misc,Investment
monthly rent payment,Utilities
doctor consultation,Rent
books,Food
books,Entertainment
emi payment,Health
books,Food
restaurant dinner,Freelance
doctor consultation,Traval
grocery shopping,Food
lunch,Foods
restaurant dinner,Rent
doctor consultation,Foodd
restaurant dinner,Rnt
fixed deposit,Edu
uber ride,Investment
medicine,Investment
monthly rent payment,Entrtnmnt
emi payment,Food
books,Food
books,Others
emi payment,Traval
misc,Utilities
coffee,Educaton
petrol,Health
emi payment,Foodd
internet bill,Savings
internet bill,Edu
internet bill,Investment
coffee,Travel
books,Investment
uber ride,Bonus
internet bill,Rentt
restaurant dinner,Bonus
monthly rent payment,Salary
shopping,Travel
restaurant dinner,Bonus
monthly rent payment,Helth
internet bill,Travel
train ticket,Salary
internet bill,Entertainment
emi payment,Travel
lunch,Investment
restaurant dinner,Entertain
gym membership,Utlities
train ticket,Bonus
gym membership,Traval
online course,Travel
coffee,Travel
movie tickets,Salary
books,Food
grocery shopping,Travel
online course,Utilties
doctor consultation,Travel
misc,Travel
atm withdrawal,Salary
fixed deposit,Health
monthly rent payment,Food
lunch,Food
online course,Investment
petrol,Rent
monthly rent payment,Others
movie tickets,Rent
monthly rent payment,Utilities
uber ride,Investment
atm withdrawal,Freelance
grocery shopping,Bonus
doctor consultation,Rent
shopping,Freelance
monthly rent payment,Entertainment
emi payment,Food
monthly rent payment,Entertainment
gym membership,Food
doctor consultation,Rent
uber ride,Travel
gym membership,Health
monthly rent payment,Food
emi payment,Entrtnmnt
monthly rent payment,Investment
online course,Rentt
misc,Others
petrol,Travl
petrol,Rent
medicine,Rentt
online course,Entertainment
electricity bill,Educaton
misc,Traval
atm withdrawal,Food
internet bill,Travel
books,Food
emi payment,Entrtnmnt
petrol,Rent
misc,Food
grocery shopping,Entertain
monthly rent payment,Investment
monthly rent payment,Rent
uber ride,Rent
lunch,Salary
restaurant dinner,Investment
uber ride,Foodd
uber ride,Salary
books,Entertainment
train ticket,Entertain
coffee,Entertain
electricity bill,Bonus
coffee,Travl
petrol,Rent
online course,Salary
gym membership,Food
internet bill,Travel
electricity bill,Utilities
movie tickets,Entertain
internet bill,Savings
petrol,Entertain
monthly rent payment,Rnt
electricity bill,Fod
electricity bill,Travel
internet bill,Rent
electricity bill,Travel
internet bill,Fod
train ticket,Rnt
train ticket,Others
petrol,Entertainment
atm withdrawal,Utilities
restaurant dinner,Travl
emi payment,Utilities
electricity bill,Rent
electricity bill,Travel
internet bill,Food
books,Travel
coffee,Food
fixed deposit,Traval
lunch,Entertainment
doctor consultation,Health
misc,Savings
electricity bill,Travel
restaurant dinner,Food
doctor consultation,Utilities
uber ride,Traval
movie tickets,Travel
uber ride,Freelance
fixed deposit,Rent
fixed deposit,Others
coffee,Others
train ticket,Others
coffee,Foods
coffee,Others
lunch,Rent
train ticket,Rent
books,Health
online course,Traval
uber ride,Rnt
lunch,Foodd
online course,Investment
lunch,Others
petrol,Foodd
coffee,Misc
fixed deposit,Food
monthly rent payment,Travel
train ticket,Entertainment
shopping,Food
uber ride,Travel
movie tickets,Others
lunch,Rent
restaurant dinner,Travl
electricity bill,Entrtnmnt
lunch,Travel
electricity bill,Travel
online course,Foodd
restaurant dinner,Edu
doctor consultation,Rent
fixed deposit,Rent
emi payment,Utility
gym membership,Rent
medicine,Utilties
misc,Entrtnmnt
books,Bonus
doctor consultation,Savings
fixed deposit,Entertainment
lunch,Food
uber ride,Educaton
emi payment,Food
doctor consultation,Rentt
movie tickets,Helth
doctor consultation,Travel
monthly rent payment,Travel
restaurant dinner,Health
lunch,Edu
petrol,Education
internet bill,Education
books,Food
medicine,Entertainment
emi payment,Rent
doctor consultation,Utilities
train ticket,Utilties
shopping,Freelance
electricity bill,Bonus
internet bill,Education
petrol,Travel
uber ride,Education
electricity bill,Freelance
internet bill,Health
online course,Education
shopping,Other
electricity bill,Food
restaurant dinner,Utilities
coffee,Entertainment
atm withdrawal,Rent
petrol,Travl
restaurant dinner,Investment
doctor consultation,Utilities
grocery shopping,Rentt
shopping,Food
movie tickets,Utilities
movie tickets,Food
movie tickets,Edu
movie tickets,Rnt
lunch,Rentt
lunch,Traval
online course,Fod
books,Entertain
train ticket,Traval
medicine,Utilties
medicine,Entrtnmnt
misc,Food
shopping,Rentt
lunch,Savings
lunch,Investment
doctor consultation,Others
grocery shopping,Entertain
books,Others
fixed deposit,Health
train ticket,Health
fixed deposit,Food
fixed deposit,Fod
movie tickets,Utlities
lunch,Education
coffee,Bonus
monthly rent payment,Rent
internet bill,Freelance
internet bill,Rent
atm withdrawal,Freelance
gym membership,Food
petrol,Others
fixed deposit,Rent
misc,Fod
train ticket,Travel
lunch,Salary
fixed deposit,Investment
internet bill,Entrtnmnt
coffee,Utilties
electricity bill,Rnt
misc,Education
electricity bill,Rnt
internet bill,Education
electricity bill,Educaton
gym membership,Rent
medicine,Freelance
doctor consultation,Travel
online course,Food
monthly rent payment,Entertainment
atm withdrawal,Foods
electricity bill,Edu
medicine,Entrtnmnt
shopping,Rent
restaurant dinner,Freelance
lunch,Utilties
atm withdrawal,Freelance
fixed deposit,Salary
monthly rent payment,Freelance
internet bill,Entertainment
gym membership,Salary
electricity bill,Entertainment
emi payment,Rent
fixed deposit,Health
internet bill,Utility
misc,Food
grocery shopping,Education
emi payment,Travel
misc,Food
restaurant dinner,Bonus
medicine,Investment
lunch,Others
fixed deposit,Entertain
train ticket,Travel
movie tickets,Fod
gym membership,Food
movie tickets,Foods
grocery shopping,Saving
petrol,Rent
electricity bill,Utilities
fixed deposit,Entertain
movie tickets,Travel
coffee,Travel
coffee,Food
electricity bill,Rent
emi payment,Entertainment
lunch,Bonus
lunch,Rent
grocery shopping,Education
internet bill,Rentt
misc,Rnt
shopping,Entrtnmnt
internet bill,Rentt
electricity bill,Utility
fixed deposit,Rentt
movie tickets,Traval
lunch,Entrtnmnt
shopping,Rentt
fixed deposit,Rent
movie tickets,Food
gym membership,Freelance
atm withdrawal,Entrtnmnt
lunch,Health
doctor consultation,Travel
atm withdrawal,Salary
gym membership,Rent
gym membership,Others
electricity bill,Rent
doctor consultation,Foods
grocery shopping,Health
lunch,Investment
lunch,Rent
online course,Food
shopping,Entertainment
movie tickets,Traval
restaurant dinner,Utilities
movie tickets,Investment
restaurant dinner,Food
doctor consultation,Investment
monthly rent payment,Food
coffee,Foodd
lunch,Utility
fixed deposit,Rentt
medicine,Traval
emi payment,Others
electricity bill,Utility
lunch,Helth
uber ride,Edu
books,Traval
movie tickets,Rentt
atm withdrawal,Others
books,Traval
books,Travel
uber ride,Food
electricity bill,Utilities
gym membership,Health
movie tickets,Rent
internet bill,Utility
monthly rent payment,Foods
movie tickets,Investment
misc,Utilties
online course,Fod
grocery shopping,Food
electricity bill,Rent
grocery shopping,Traval
gym membership,Education
books,Health
uber ride,Rent
petrol,Food
lunch,Entertainment
gym membership,Rnt
movie tickets,Fod
train ticket,Rentt
coffee,Utilties
petrol,Saving
gym membership,Salary
books,Food
misc,Traval
uber ride,Other
grocery shopping,Edu
doctor consultation,Utilities
gym membership,Food
medicine,Foods
internet bill,Travel
fixed deposit,Investment
restaurant dinner,Freelance
restaurant dinner,Food
train ticket,Utilities
emi payment,Rent
misc,Bonus
movie tickets,Education
coffee,Savings
petrol,Food
train ticket,Utilities
internet bill,Education
fixed deposit,Utilties
medicine,Salary
gym membership,Food
petrol,Utilities
train ticket,Travel
medicine,Fod
electricity bill,Food
grocery shopping,Food
petrol,Freelance
grocery shopping,Traval
grocery shopping,Others
emi payment,Rent
online course,Utilities
fixed deposit,Utilities
train ticket,Fod
train ticket,Food
coffee,Food
medicine,Travel
monthly rent payment,Health
shopping,Traval
books,Rent
atm withdrawal,Utilities
online course,Utlities
online course,Health
lunch,Entrtnmnt
shopping,Traval
monthly rent payment,Travel
medicine,Foodd
monthly rent payment,Health
movie tickets,Rent
medicine,Entertainment
fixed deposit,Food
misc,Entertainment
lunch,Food
gym membership,Foodd
fixed deposit,Rent
petrol,Travel
petrol,Utility
movie tickets,Utlities
fixed deposit,Entertainment
movie tickets,Food
train ticket,Utility
misc,Savings
train ticket,Food
fixed deposit,Fod
medicine,Rent
petrol,Fod
movie tickets,Food
medicine,Entertainment
misc,Rent
monthly rent payment,Traval
atm withdrawal,Fod
movie tickets,Foodd
grocery shopping,Food
doctor consultation,Foodd
doctor consultation,Utilities
misc,Bonus
electricity bill,Fod
train ticket,Travel
electricity bill,Salary
gym membership,Others
petrol,Foodd
restaurant dinner,Others
petrol,Foodd
movie tickets,Travel
movie tickets,Edu
movie tickets,Utilities
petrol,Others
fixed deposit,Rnt
restaurant dinner,Utilties
fixed deposit,Foods
lunch,Food
coffee,Food
books,Food
coffee,Rentt
atm withdrawal,Travel
uber ride,Utility
movie tickets,Saving
doctor consultation,Rent
coffee,Rent
misc,Utilties
movie tickets,Foods
coffee,Health
movie tickets,Educaton
lunch,Foods
fixed deposit,Entertainment
monthly rent payment,Edu
emi payment,Travel
gym membership,Rent
gym membership,Health
online course,Utilties
medicine,Utility
